[2024-03-26 18:43:04,650] multiqc                                            [DEBUG  ]  This is MultiQC v1.13
[2024-03-26 18:44:10,949] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:10,950] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:10,950] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:10,951] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_by_cycle - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:12,008] multiqc.modules.picard.picard                      [INFO   ]  Found 11 QualityByCycleMetrics reports
[2024-03-26 18:44:12,008] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:12,008] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:12,009] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:12,009] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:12,010] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:12,010] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:12,011] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:12,011] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:12,012] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:12,012] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:12,012] multiqc.modules.base_module                        [DEBUG  ]  picard/quality_score_distribution - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,082] multiqc.modules.picard.picard                      [INFO   ]  Found 11 QualityScoreDistributionMetrics reports
[2024-03-26 18:44:13,083] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,083] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,084] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,084] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,084] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,085] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,085] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,085] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,086] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,086] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,086] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,087] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,087] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,087] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,088] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,088] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,089] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,089] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,089] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,090] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,090] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,090] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,091] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,091] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,092] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,092] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,092] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,093] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,093] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/BR_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,094] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,094] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,094] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LG_EC_ATAC_REP2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Selecting './alignment/merged_library/filtered/picard_metrics/LV_EC_ATAC_REP3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP4.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP4.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/unfiltered/picard_metrics/LV_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP2.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/unfiltered/picard_metrics/BR_EC_ATAC_REP3.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,095] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_library/unfiltered/picard_metrics/LG_EC_ATAC_REP1.mLb.mkD.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,096] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_replicate/picard_metrics/BR_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,096] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_replicate/picard_metrics/LV_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:13,096] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping './alignment/merged_replicate/picard_metrics/LG_EC_ATAC.mRp.clN.sorted.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED LIB: Picard (filtered)'
[2024-03-26 18:44:20,193] multiqc.modules.deeptools.deeptools                [DEBUG  ]  Found 0 and 11 deepTools plotFingerprint --outQualityMetrics and --outRawCounts samples, respectively
[2024-03-26 18:44:21,978] multiqc.modules.deeptools.deeptools                [DEBUG  ]  Found 11 deepTools plotProfile samples
[2024-03-26 18:44:21,978] multiqc.modules.deeptools.deeptools                [INFO   ]  Found 22 total deepTools samples
[2024-03-26 18:44:21,983] multiqc.modules.base_module                        [DEBUG  ]  featurecounts - Selecting './macs2/merged_library/featurecounts/consensus_peaks.mLb.clN.featureCounts.txt.summary' as it matched the path_filters for 'MERGED LIB: featureCounts'
[2024-03-26 18:44:21,990] multiqc.modules.base_module                        [DEBUG  ]  featurecounts - Skipping './macs2/merged_replicate/featurecounts/consensus_peaks.mRp.clN.featureCounts.txt.summary' as it didn't match the path_filters for 'MERGED LIB: featureCounts'
[2024-03-26 18:44:21,990] multiqc.modules.featureCounts.feature_counts       [INFO   ]  Found 11 reports
[2024-03-26 18:44:23,673] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LV_EC_ATAC_REP2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,673] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,673] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP4.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,673] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,673] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,673] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP4.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LV_EC_ATAC_REP1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LV_EC_ATAC_REP3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP3.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP3.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP4.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LV_EC_ATAC_REP1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LV_EC_ATAC_REP3.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LV_EC_ATAC_REP2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP4.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,674] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_replicate/LG_EC_ATAC.mRp.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,707] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_replicate/BR_EC_ATAC.mRp.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,712] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/merged_replicate/LV_EC_ATAC.mRp.clN.sorted.bam.stats' as it matched the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,716] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/library/BR_EC_ATAC_REP3_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,716] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/library/BR_EC_ATAC_REP4_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,717] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/library/LG_EC_ATAC_REP2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,717] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/library/BR_EC_ATAC_REP1_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,717] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/library/BR_EC_ATAC_REP2_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
[2024-03-26 18:44:23,717] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/library/LG_EC_ATAC_REP3_T1.Lb.sorted.bam.stats' as it didn't match the path_filters for 'MERGED REP: SAMTools'
